current,voltage,temperature,cell_voltage_min,soc,cycle_count,internal_resistance,charge_capacity,discharge_capacity,c_rate,dod,soh,cell_voltage_max,mfg_rated_cycles,calendar_age_days,chemistry_type
9.51,3.5391,22.5,3.5375,0.4435,434,0.036046,44.75,44.22,0.2098,0.7543,0.889,3.5406,1195,2221,0.0
-59.58,3.7833,28.6,3.7784,0.6555,439,0.037946,42.41,44.94,1.1859,0.383,0.8685,3.7882,1195,2246,0.0
-8.21,3.6598,26.4,3.6293,0.5399,443,0.037313,43.41,44.77,0.1707,0.2789,0.8901,3.6904,1195,2266,0.0
29.03,3.2872,29.5,3.2773,0.2333,448,0.03865,43.88,43.52,0.5687,0.7033,0.8659,3.2972,1195,2291,0.0
-46.44,3.1247,36.2,3.1091,0.4014,0,0.025459,72.38,75.04,0.6447,0.3177,0.9959,3.1403,2210,103,1.0
-45.9,3.2956,28.5,3.2858,0.5985,1,0.025185,73.31,74.16,0.6687,0.3259,0.993,3.3053,2210,105,1.0
-35.02,3.5586,26.8,3.5546,0.8944,3,0.023498,74.31,74.09,0.4938,0.6881,0.9874,3.5627,2210,109,1.0
-28.79,3.3611,45.0,3.3255,0.6887,5,0.026856,76.25,72.49,0.3777,0.42,0.996,3.3966,2210,113,1.0
39.18,3.1168,30.5,3.1128,0.4003,7,0.02253,74.36,71.79,0.5204,0.7984,0.9942,3.1208,2210,117,1.0
-19.88,3.1604,19.2,3.1452,0.3942,9,0.027037,74.15,72.84,0.2901,0.5024,0.9829,3.1757,2210,121,1.0
-23.65,3.0927,39.1,3.0901,0.3695,11,0.026108,74.54,75.4,0.3016,0.5964,0.9898,3.0953,2210,126,1.0
-25.13,3.2778,21.2,3.2733,0.5461,13,0.025799,73.96,77.01,0.3424,0.6697,0.9912,3.2823,2210,130,1.0
41.18,3.3243,29.7,3.3184,0.6022,15,0.026219,75.21,74.2,0.524,0.6302,0.9924,3.3302,2210,134,1.0
39.53,3.5658,14.3,3.5557,0.8855,17,0.024172,73.22,71.52,0.5357,0.05,0.9913,3.5759,2210,138,1.0
52.96,3.3913,23.7,3.3802,0.695,19,0.023013,73.07,75.73,0.7837,0.6604,0.992,3.4023,2210,143,1.0
-18.5,3.4734,24.3,3.418,0.7913,21,0.0218,76.26,73.94,0.2619,0.7864,0.994,3.5288,2210,147,1.0
-21.26,3.1399,36.1,3.1365,0.4104,23,0.024243,71.57,73.42,0.2742,0.564,0.9928,3.1433,2210,151,1.0
44.75,3.2774,16.8,3.2738,0.5246,25,0.027373,72.9,75.29,0.5558,0.4688,0.9866,3.281,2210,155,1.0
-45.6,3.34,35.7,3.3384,0.6194,27,0.028428,73.8,76.85,0.5856,0.7406,0.9914,3.3415,2210,159,1.0
-36.66,3.536,37.2,3.5247,0.863,28,0.026158,73.98,72.24,0.546,0.6689,0.9922,3.5473,2210,162,1.0
-10.08,3.3365,39.4,3.2934,0.6305,30,0.023569,73.68,72.58,0.1412,0.3447,0.9896,3.3797,2210,166,1.0
-11.66,3.2959,30.0,3.2936,0.563,32,0.024838,71.69,73.84,0.1766,0.7335,0.9854,3.2982,2210,170,1.0
23.41,3.2304,38.3,3.2276,0.5188,34,0.0273,74.29,74.23,0.308,0.6759,0.9923,3.2332,2210,174,1.0
-34.58,3.4108,23.5,3.3787,0.7255,36,0.025916,72.08,73.05,0.4492,0.5491,0.9902,3.4429,2210,178,1.0
-87.72,3.3588,22.3,3.3568,0.6477,38,0.024519,74.04,71.64,1.3075,0.7957,0.9883,3.3609,2210,183,1.0
-32.35,3.2371,40.3,3.2079,0.4974,40,0.024465,72.62,73.96,0.4169,0.3398,0.9904,3.2663,2210,187,1.0
-48.44,3.3225,30.4,3.3122,0.6195,42,0.021527,74.41,74.86,0.7113,0.5036,0.9876,3.3328,2210,191,1.0
-125.59,3.0849,23.4,3.0771,0.3282,44,0.027311,75.98,74.18,1.844,0.5956,0.9759,3.0927,2210,195,1.0
-44.25,3.1875,37.0,3.1749,0.4686,46,0.027477,73.73,73.09,0.5629,0.329,0.9955,3.2,2210,200,1.0
-95.11,3.3431,32.5,3.3168,0.6281,48,0.02499,72.47,73.34,1.3034,0.2907,0.9878,3.3693,2210,204,1.0
13.7,3.4615,24.7,3.4461,0.7959,50,0.022579,76.69,76.26,0.1885,0.5059,0.9849,3.477,2210,208,1.0
21.38,3.3905,30.6,3.3429,0.6896,52,0.023892,72.99,73.38,0.2704,0.7626,0.9876,3.4381,2210,212,1.0
13.87,3.4938,38.4,3.4761,0.7907,54,0.02826,73.58,75.02,0.199,0.7514,0.9848,3.5115,2210,216,1.0
-101.72,3.0626,38.7,3.0573,0.2979,55,0.022247,72.22,74.46,1.4093,0.6881,0.9808,3.0678,2210,219,1.0
50.78,3.1718,30.9,3.1697,0.4323,57,0.024373,75.27,75.68,0.6637,0.6278,0.9923,3.1738,2210,223,1.0
-122.07,3.1113,19.9,3.1092,0.3895,59,0.023645,72.96,73.36,1.7743,0.6663,0.9928,3.1133,2210,227,1.0
-96.1,3.5479,33.3,3.5145,0.8637,61,0.023856,75.04,73.17,1.3231,0.4871,0.9891,3.5813,2210,231,1.0
17.82,3.4535,23.9,3.4373,0.7459,63,0.0268,75.33,72.96,0.2362,0.4537,0.9832,3.4697,2210,235,1.0
36.45,3.4233,20.4,3.3952,0.7553,65,0.025102,73.63,73.07,0.4994,0.3659,0.9834,3.4514,2210,240,1.0
37.65,3.1925,11.5,3.1873,0.4791,67,0.026693,75.35,72.29,0.4815,0.8159,0.9908,3.1977,2210,244,1.0
-27.8,3.2444,20.4,3.2206,0.5264,69,0.027656,77.55,72.84,0.3711,0.6964,0.9835,3.2682,2210,248,1.0
-16.49,3.2303,36.6,3.2268,0.502,71,0.024473,76.11,72.35,0.2309,0.2799,0.9854,3.2338,2210,252,1.0
46.76,3.1735,27.6,3.1715,0.4455,73,0.025086,73.6,71.43,0.5899,0.6504,0.9757,3.1756,2210,257,1.0
16.86,3.247,23.8,3.2213,0.5399,75,0.024094,73.7,72.77,0.2272,0.4642,0.9858,3.2728,2210,261,1.0
-43.6,3.4417,34.7,3.4279,0.756,77,0.02899,75.73,75.09,0.5837,0.3808,0.9917,3.4554,2210,265,1.0
45.75,3.1414,28.9,3.1363,0.4036,79,0.026078,73.46,74.24,0.5695,0.5494,0.9759,3.1464,2210,269,1.0
-54.49,3.3541,21.4,3.345,0.6407,81,0.023347,72.28,74.17,0.708,0.7114,1.0,3.3633,2210,273,1.0
54.36,3.2871,23.8,3.2812,0.6005,82,0.022955,74.6,72.8,0.7275,0.6169,0.9823,3.2931,2210,276,1.0
-57.66,3.0896,45.0,3.0677,0.3575,84,0.025214,72.06,71.96,0.7964,0.5588,0.9852,3.1115,2210,280,1.0
-7.43,3.2806,19.6,3.2774,0.6128,86,0.024175,74.55,74.34,0.1006,0.5877,0.9816,3.2838,2210,284,1.0
21.72,3.1628,41.1,3.1617,0.4146,88,0.024011,73.23,75.11,0.276,0.6488,0.9772,3.1639,2210,288,1.0
27.68,3.2208,28.6,3.2127,0.5049,90,0.023944,72.68,72.7,0.3527,0.4865,0.9899,3.2289,2210,292,1.0
-26.35,3.1675,25.6,3.1625,0.4684,92,0.027669,74.14,74.92,0.3334,0.5671,0.995,3.1726,2210,297,1.0
-16.23,3.3255,26.2,3.3016,0.6077,94,0.027666,73.82,72.8,0.227,0.2628,0.9779,3.3493,2210,301,1.0
-22.63,3.5714,28.6,3.5552,0.9013,96,0.025498,71.82,72.17,0.2962,0.05,0.9805,3.5876,2210,305,1.0
-8.64,3.3755,41.4,3.3738,0.714,98,0.024289,74.17,72.43,0.118,0.8042,0.9759,3.3772,2210,309,1.0
16.52,3.0852,18.5,3.0658,0.3358,100,0.024939,72.48,72.85,0.2136,0.6641,0.9903,3.1047,2210,314,1.0
16.41,3.5678,36.5,3.5573,0.8998,102,0.024892,73.87,72.96,0.2219,0.1909,0.9769,3.5783,2210,318,1.0
-110.96,3.2432,29.1,3.2289,0.5044,104,0.024017,75.68,72.76,1.5843,0.4429,0.985,3.2575,2210,322,1.0
-37.3,3.1202,17.5,3.0903,0.3786,106,0.02589,75.11,73.35,0.4854,0.4494,0.9914,3.1501,2210,326,1.0
9.83,3.4304,29.1,3.4281,0.6983,108,0.02857,73.83,72.28,0.1327,0.2776,0.9805,3.4327,2210,330,1.0
-28.84,3.4842,22.5,3.4746,0.8111,110,0.025332,73.28,75.26,0.4011,0.5186,0.9836,3.4938,2210,335,1.0
24.94,3.4494,17.6,3.4268,0.7401,111,0.027776,73.61,72.92,0.3282,0.2855,0.9813,3.472,2210,337,1.0
41.97,3.0488,24.7,3.0421,0.2915,113,0.027683,72.98,75.25,0.571,0.7883,0.9857,3.0556,2210,341,1.0
12.98,3.3837,30.6,3.3812,0.69,115,0.026733,68.87,73.12,0.1924,0.4087,0.9874,3.3862,2210,345,1.0
-146.29,3.3216,41.8,3.3118,0.6042,117,0.025399,71.53,72.9,1.9983,0.8146,0.9787,3.3314,2210,349,1.0
-34.4,3.2657,11.9,3.2329,0.5771,119,0.027256,73.62,71.1,0.4186,0.33,0.9808,3.2984,2210,354,1.0
54.18,3.2869,33.8,3.2802,0.5387,121,0.027343,71.77,70.83,0.7301,0.3201,0.9819,3.2936,2210,358,1.0
87.55,3.2658,20.0,3.2585,0.5887,123,0.024108,76.13,72.0,1.2713,0.5059,0.9911,3.2731,2210,362,1.0
19.46,3.1815,20.2,3.1628,0.4502,125,0.024883,73.84,73.29,0.2513,0.4965,0.9853,3.2003,2210,366,1.0
-39.38,3.5506,40.2,3.5448,0.8919,127,0.025877,72.86,73.65,0.5257,0.1817,0.9832,3.5565,2210,371,1.0
29.23,3.2538,29.6,3.2367,0.5433,129,0.026725,73.93,73.54,0.3711,0.332,0.9871,3.2708,2210,375,1.0
19.84,3.2758,22.8,3.2745,0.5594,131,0.025204,74.39,73.48,0.2594,0.4145,0.9804,3.2772,2210,379,1.0
31.77,3.1414,44.2,3.1118,0.4074,133,0.025738,74.51,73.25,0.4542,0.3085,0.9835,3.1711,2210,383,1.0
-12.32,3.5433,28.2,3.5178,0.8448,135,0.025783,74.48,73.15,0.1708,0.406,0.9879,3.5688,2210,387,1.0
-33.5,3.1778,21.3,3.1589,0.4356,137,0.022885,73.31,71.93,0.4689,0.344,0.9794,3.1967,2210,392,1.0
54.56,3.4299,35.5,3.426,0.7508,138,0.024328,72.63,71.8,0.7303,0.6047,0.9838,3.4337,2210,394,1.0
36.7,3.2789,32.7,3.2775,0.5529,140,0.024528,71.79,72.4,0.5139,0.4547,0.9794,3.2802,2210,398,1.0
-37.87,3.2485,35.4,3.2426,0.5377,142,0.022328,73.06,71.9,0.5262,0.4292,0.9755,3.2545,2210,402,1.0
17.69,3.347,20.3,3.3467,0.6448,144,0.024381,74.02,74.61,0.2472,0.3558,0.9791,3.3473,2210,406,1.0
48.12,3.4385,36.8,3.435,0.7316,146,0.028668,72.61,75.1,0.6634,0.6206,0.9846,3.442,2210,411,1.0
-20.88,3.2944,21.1,3.2942,0.5755,148,0.027904,75.3,72.09,0.2724,0.404,0.9798,3.2946,2210,415,1.0
128.34,3.1914,30.8,3.1796,0.5015,150,0.025625,75.98,73.51,1.8401,0.4499,0.9711,3.2032,2210,419,1.0
-20.2,3.164,34.4,3.1505,0.4139,152,0.025905,71.45,72.66,0.2629,0.5469,0.9905,3.1775,2210,423,1.0
-37.63,3.2927,36.1,3.2868,0.5661,154,0.026007,74.06,74.64,0.4999,0.4791,0.9847,3.2986,2210,428,1.0
-39.12,3.4187,25.8,3.397,0.738,156,0.025572,72.93,73.86,0.5429,0.3554,0.9814,3.4405,2210,432,1.0
45.14,3.4169,30.4,3.3794,0.7582,158,0.026132,75.19,74.52,0.5678,0.3427,0.9813,3.4543,2210,436,1.0
22.49,3.3188,23.7,3.3158,0.6045,160,0.029059,71.06,75.21,0.3152,0.3331,0.9795,3.3219,2210,440,1.0
-52.45,3.4123,24.5,3.4083,0.7496,162,0.024705,72.69,72.14,0.6971,0.5091,0.9783,3.4163,2210,444,1.0
12.62,3.4861,38.9,3.4751,0.809,164,0.027635,71.66,72.84,0.182,0.3506,0.9763,3.4971,2210,449,1.0
-21.53,3.2643,26.3,3.2618,0.5408,165,0.027333,76.33,72.18,0.2999,0.4408,0.9844,3.2667,2210,451,1.0
59.62,3.3782,29.7,3.3656,0.6662,167,0.024568,73.65,77.46,0.7516,0.3496,0.9809,3.3908,2210,455,1.0
48.92,3.2852,31.2,3.2811,0.5554,169,0.023938,74.28,77.97,0.6834,0.6024,0.9764,3.2893,2210,459,1.0
20.98,3.53,39.0,3.5125,0.8452,171,0.026227,74.46,73.67,0.2607,0.6493,0.9755,3.5474,2210,463,1.0
96.26,3.2917,15.8,3.284,0.5928,173,0.024687,72.37,76.27,1.186,0.8375,0.9818,3.2994,2210,468,1.0
139.09,3.2539,13.7,3.2501,0.5379,175,0.02427,76.17,71.57,1.7965,0.8138,0.9859,3.2577,2210,472,1.0
119.61,3.5068,16.9,3.498,0.8095,177,0.023241,74.29,73.16,1.5209,0.5077,0.9875,3.5157,2210,476,1.0
-20.08,3.0426,31.5,2.9758,0.3063,179,0.026122,73.08,73.08,0.2845,0.7863,0.9788,3.1094,2210,480,1.0
-41.95,3.4423,30.5,3.44,0.7725,181,0.025815,73.14,74.53,0.5802,0.0984,0.9755,3.4445,2210,484,1.0
35.77,3.3357,26.2,3.3181,0.6666,183,0.025553,74.07,72.29,0.4357,0.3979,0.9759,3.3532,2210,489,1.0
13.29,3.3763,14.7,3.3716,0.6633,185,0.029446,71.51,72.22,0.2027,0.7617,0.9892,3.3809,2210,493,1.0
-50.44,3.5321,35.6,3.5316,0.8661,187,0.024966,73.05,71.91,0.6896,0.6923,0.9779,3.5326,2210,497,1.0
-20.36,3.2613,33.0,3.2433,0.5295,189,0.029103,72.58,74.65,0.2693,0.6735,0.9796,3.2793,2210,501,1.0
53.06,3.5153,38.6,3.5077,0.839,191,0.031753,73.23,71.29,0.7395,0.751,0.9862,3.5229,2210,506,1.0
-19.94,3.6374,24.4,3.6307,0.546,0,0.024472,49.92,50.79,0.4181,0.4858,0.9862,3.6441,1388,113,0.0
27.26,3.7058,24.6,3.7041,0.5942,3,0.027331,50.05,48.86,0.5022,0.4973,0.9756,3.7075,1388,117,0.0
27.36,3.3517,37.7,3.3501,0.304,7,0.030964,51.64,50.81,0.4648,0.4831,0.9844,3.3533,1388,123,0.0
-10.2,3.9494,33.2,3.9437,0.7841,11,0.027829,50.48,49.8,0.1818,0.5275,0.9799,3.9551,1388,128,0.0
32.73,3.6898,20.8,3.6831,0.5855,15,0.028663,49.82,50.75,0.6573,0.26,0.9766,3.6965,1388,134,0.0
23.06,3.507,21.2,3.4976,0.4158,19,0.032477,50.73,50.29,0.4238,0.277,0.9863,3.5164,1388,140,0.0
-10.91,3.6388,23.6,3.637,0.5388,22,0.025565,50.82,51.42,0.2155,0.5371,0.9869,3.6406,1388,144,0.0
12.99,3.7848,31.0,3.7815,0.6578,26,0.030875,50.76,50.89,0.2552,0.3919,0.9824,3.7881,1388,150,0.0
-34.71,3.618,28.8,3.6109,0.508,30,0.029267,51.27,50.18,0.6849,0.3115,0.9852,3.6251,1388,156,0.0
6.9,3.9675,26.3,3.966,0.8079,34,0.028902,50.35,49.05,0.1392,0.1674,0.9771,3.969,1388,162,0.0
-21.23,3.3911,18.4,3.3675,0.323,38,0.030269,51.09,50.32,0.3803,0.5662,0.9787,3.4147,1388,168,0.0
-32.71,3.7947,20.7,3.7854,0.6825,41,0.03002,50.65,50.17,0.653,0.2086,0.9752,3.8041,1388,172,0.0
10.72,3.4893,18.5,3.4845,0.4023,45,0.025403,51.54,52.05,0.2039,0.7478,0.9664,3.4942,1388,178,0.0
8.13,3.3052,25.9,3.3043,0.2498,49,0.032206,51.51,50.81,0.1696,0.4026,0.9694,3.306,1388,184,0.0
-37.32,3.8036,31.8,3.7905,0.6612,53,0.030349,52.69,49.42,0.6777,0.4689,0.9679,3.8168,1388,189,0.0
-19.43,3.7526,29.9,3.7369,0.6061,57,0.030116,48.52,51.61,0.3665,0.375,0.9756,3.7684,1388,195,0.0
-16.83,3.4073,34.3,3.3906,0.3285,60,0.030658,49.67,50.29,0.304,0.7327,0.9682,3.4241,1388,200,0.0
25.88,3.6741,27.6,3.6729,0.5694,64,0.031744,49.52,47.95,0.4706,0.353,0.9661,3.6754,1388,205,0.0
-25.84,3.4892,28.0,3.4521,0.41,68,0.028924,48.95,50.39,0.5265,0.4894,0.9721,3.5262,1388,211,0.0
15.34,3.4298,33.7,3.4271,0.3525,72,0.033452,50.03,50.54,0.3236,0.6902,0.976,3.4324,1388,217,0.0
17.27,3.844,28.6,3.843,0.6959,76,0.032105,50.91,50.7,0.3227,0.2861,0.9735,3.8449,1388,223,0.0
-8.17,3.9432,17.5,3.9393,0.8096,80,0.030559,48.4,49.24,0.1609,0.2365,0.9712,3.947,1388,229,0.0
9.4,3.6358,44.1,3.6337,0.5411,83,0.03095,49.94,49.65,0.1929,0.4859,0.9586,3.6378,1388,233,0.0
30.44,3.4296,24.3,3.4065,0.355,87,0.032598,49.89,49.09,0.6354,0.7521,0.9824,3.4526,1388,239,0.0
-36.54,3.7104,31.1,3.7034,0.587,91,0.033077,49.14,47.84,0.7049,0.39,0.9605,3.7174,1388,245,0.0
20.3,3.6106,13.3,3.5958,0.481,95,0.027553,50.65,49.57,0.3894,0.5459,0.9755,3.6255,1388,250,0.0
26.13,4.1077,39.9,4.0784,0.8988,99,0.03444,49.51,49.45,0.5148,0.1429,0.9596,4.137,1388,256,0.0
29.17,3.3993,28.3,3.3981,0.3424,102,0.032573,48.9,49.81,0.5989,0.4796,0.9755,3.4004,1388,261,0.0
38.84,3.8435,29.9,3.8404,0.7133,106,0.033047,48.76,48.77,0.7247,0.1893,0.9618,3.8465,1388,266,0.0
-12.47,3.6382,24.0,3.6226,0.5228,110,0.028402,49.74,48.92,0.2375,0.7257,0.9671,3.6537,1388,272,0.0
24.76,3.7688,31.6,3.7604,0.6431,114,0.033559,47.25,50.48,0.5046,0.7982,0.9701,3.7773,1388,278,0.0
-19.06,3.7045,29.7,3.6903,0.5899,118,0.031266,48.9,50.4,0.371,0.3756,0.9651,3.7188,1388,284,0.0
8.51,3.7938,26.2,3.7903,0.6706,121,0.032554,49.1,49.79,0.1527,0.7077,0.9686,3.7973,1388,288,0.0
-9.49,3.583,23.1,3.5605,0.4703,125,0.028769,49.67,50.25,0.1766,0.5827,0.9724,3.6055,1388,294,0.0
-9.13,3.48,30.8,3.4379,0.399,129,0.030547,49.88,50.06,0.1695,0.5941,0.9647,3.522,1388,300,0.0
-27.53,3.462,21.9,3.4591,0.4075,133,0.030449,50.27,50.17,0.5101,0.4942,0.973,3.4648,1388,306,0.0
-10.56,3.6444,36.8,3.6343,0.5449,137,0.031027,51.24,49.29,0.2225,0.5366,0.9576,3.6545,1388,311,0.0
12.47,3.8187,35.9,3.8167,0.6647,140,0.029572,47.79,51.23,0.2478,0.5169,0.9483,3.8208,1388,316,0.0
33.73,3.7933,38.8,3.7748,0.6836,144,0.030908,48.97,50.16,0.6318,0.3991,0.9573,3.8118,1388,322,0.0
7.85,3.7221,37.1,3.7153,0.6026,148,0.027757,49.19,50.36,0.1704,0.4592,0.9502,3.729,1388,327,0.0
-29.94,3.9848,14.6,3.9717,0.7945,152,0.031423,49.97,49.96,0.6131,0.4533,0.9719,3.9979,1388,333,0.0
-28.11,4.0228,27.3,4.022,0.843,156,0.028801,48.73,49.43,0.5546,0.4931,0.9556,4.0236,1388,339,0.0
71.08,3.6317,29.3,3.6305,0.5151,160,0.031293,47.68,49.17,1.3664,0.5794,0.9664,3.6329,1388,345,0.0
-26.24,3.4669,33.9,3.4538,0.3833,163,0.029302,48.12,49.61,0.4693,0.4331,0.9571,3.48,1388,349,0.0
8.73,3.616,28.6,3.6048,0.5029,167,0.029968,50.87,50.07,0.1582,0.4325,0.9594,3.6272,1388,355,0.0
-23.1,3.5807,22.8,3.5667,0.469,171,0.030956,48.54,48.8,0.4725,0.5388,0.9609,3.5946,1388,361,0.0
38.24,4.1121,30.9,4.0681,0.9322,175,0.0316,49.79,50.24,0.7094,0.2724,0.9524,4.1561,1388,367,0.0
-24.23,3.8649,34.7,3.8243,0.715,179,0.032009,47.82,49.93,0.4378,0.2825,0.9486,3.9054,1388,372,0.0
20.06,3.7306,30.2,3.7131,0.6341,182,0.031936,49.01,48.5,0.4016,0.8559,0.9592,3.7482,1388,377,0.0
40.23,3.5628,21.5,3.5422,0.4562,186,0.031449,47.81,49.49,0.784,0.5034,0.9549,3.5833,1388,383,0.0
19.72,3.4139,17.4,3.3832,0.3389,190,0.030289,50.17,49.69,0.3723,0.645,0.9636,3.4447,1388,388,0.0
-14.87,3.7353,26.5,3.7339,0.5923,194,0.031929,50.54,48.3,0.2924,0.3027,0.9647,3.7366,1388,394,0.0
89.9,4.0181,30.8,3.9977,0.8591,198,0.036893,50.1,50.92,1.8477,0.5781,0.9366,4.0385,1388,400,0.0
-23.77,4.0277,26.9,4.0247,0.864,201,0.029581,47.91,48.31,0.4602,0.515,0.966,4.0307,1388,404,0.0
12.1,4.0887,23.2,4.0703,0.9021,205,0.029048,49.75,49.58,0.2446,0.05,0.9548,4.1072,1388,410,0.0
33.16,3.8262,36.4,3.8021,0.6696,209,0.034464,46.59,47.71,0.599,0.3834,0.9382,3.8503,1388,416,0.0
14.08,3.811,32.6,3.8014,0.6769,213,0.029485,47.4,48.89,0.3129,0.3492,0.9481,3.8205,1388,422,0.0
-19.84,3.5372,32.9,3.5196,0.4624,217,0.030739,47.87,47.32,0.3906,0.491,0.944,3.5549,1388,428,0.0
-27.72,3.7384,20.6,3.7345,0.607,220,0.026352,52.23,50.09,0.5554,0.5036,0.9574,3.7423,1388,432,0.0
-9.86,4.1163,25.8,4.092,0.9206,224,0.033517,48.68,49.85,0.1897,0.0548,0.957,4.1406,1388,438,0.0
104.31,3.9556,43.1,3.9518,0.7994,228,0.03503,44.28,46.02,1.9897,0.2392,0.9087,3.9594,1388,444,0.0
-27.75,3.6286,29.8,3.5997,0.5291,232,0.031327,49.83,48.06,0.5167,0.5854,0.9542,3.6575,1388,449,0.0
-25.48,3.7031,31.7,3.7011,0.5751,236,0.033016,49.18,48.08,0.4716,0.5123,0.9529,3.7051,1388,455,0.0
-15.79,3.9606,32.1,3.942,0.7967,240,0.032554,47.73,48.31,0.281,0.2453,0.9392,3.9791,1388,461,0.0
-9.57,3.645,20.6,3.6443,0.5143,243,0.029732,48.42,48.5,0.1864,0.4871,0.9572,3.6457,1388,465,0.0
27.08,3.9309,35.3,3.8805,0.7865,247,0.032839,47.6,48.3,0.5589,0.5767,0.9401,3.9812,1388,471,0.0
52.25,3.7152,29.3,3.7146,0.5979,251,0.035153,46.03,49.72,1.1036,0.5336,0.9454,3.7158,1388,477,0.0
-11.31,3.8554,26.1,3.8521,0.7172,255,0.031243,48.98,48.58,0.2285,0.8087,0.9519,3.8586,1388,483,0.0
10.94,4.0635,30.5,4.0295,0.8757,259,0.031031,49.62,49.55,0.208,0.4548,0.9435,4.0975,1388,489,0.0
-13.51,4.0214,41.1,4.0127,0.8704,262,0.032387,47.16,46.9,0.2666,0.537,0.9212,4.0302,1388,493,0.0
-88.04,3.9079,32.4,3.907,0.7484,266,0.032612,48.83,47.56,1.8829,0.7356,0.9331,3.9088,1388,499,0.0
34.94,3.4905,23.1,3.4884,0.4016,270,0.033717,48.37,48.17,0.6733,0.4018,0.9512,3.4925,1388,505,0.0
25.68,3.7296,28.2,3.7292,0.624,274,0.027646,48.7,48.22,0.5216,0.5768,0.9446,3.7299,1388,510,0.0
21.49,3.826,26.2,3.808,0.6813,278,0.033608,50.13,50.96,0.4004,0.5014,0.9476,3.844,1388,516,0.0
28.14,3.5707,23.5,3.5593,0.4664,281,0.031472,47.43,48.73,0.5533,0.2162,0.9454,3.5822,1388,521,0.0
-10.21,3.992,31.0,3.9763,0.8278,285,0.029688,46.17,47.46,0.1947,0.2524,0.943,4.0077,1388,526,0.0
-16.48,3.905,40.4,3.8898,0.751,289,0.034489,45.91,49.32,0.3331,0.6248,0.9161,3.9203,1388,532,0.0
-35.11,3.5835,23.6,3.5726,0.4792,293,0.032907,49.72,48.35,0.6476,0.3216,0.9455,3.5944,1388,538,0.0
7.18,3.6714,35.1,3.6593,0.599,297,0.036631,47.68,48.97,0.1355,0.4283,0.9376,3.6834,1388,544,0.0
-38.36,4.0028,15.9,4.0026,0.8393,300,0.027531,49.11,50.02,0.7259,0.5566,0.9545,4.003,1388,548,0.0
-20.62,3.8473,39.4,3.827,0.7123,304,0.033653,47.49,48.29,0.4149,0.1805,0.9174,3.8676,1388,554,0.0
-36.34,3.7271,32.0,3.7157,0.6094,308,0.030625,49.76,48.76,0.7058,0.2814,0.9317,3.7385,1388,560,0.0
-20.01,3.5307,28.5,3.5232,0.4538,312,0.034322,47.8,47.96,0.3907,0.4714,0.948,3.5382,1388,566,0.0
-13.41,3.6823,40.0,3.6563,0.5609,316,0.033422,46.29,47.44,0.2759,0.4421,0.9175,3.7083,1388,571,0.0
-16.85,3.412,22.6,3.4013,0.338,320,0.031404,48.16,49.86,0.3591,0.795,0.9426,3.4227,1388,577,0.0
71.01,3.5507,27.4,3.5481,0.4309,323,0.031895,49.34,46.81,1.544,0.8146,0.9343,3.5533,1388,582,0.0
-36.05,3.6265,24.1,3.6221,0.5211,327,0.032371,48.3,49.32,0.6712,0.2899,0.9346,3.6308,1388,587,0.0
-28.32,3.5208,11.6,3.5065,0.445,331,0.030786,49.58,49.1,0.5401,0.5742,0.9492,3.535,1388,593,0.0
15.35,3.8711,26.1,3.8659,0.7111,335,0.031808,48.91,48.18,0.2913,0.2566,0.9523,3.8764,1388,599,0.0
-16.69,3.7461,28.5,3.7416,0.595,339,0.030535,47.62,47.71,0.3213,0.5307,0.9499,3.7506,1388,605,0.0
-42.65,3.8834,19.3,3.876,0.7284,342,0.029849,47.51,49.76,0.8371,0.3394,0.9477,3.8907,1388,609,0.0
35.33,3.5608,28.5,3.5605,0.4605,346,0.033474,48.53,48.91,0.6544,0.7419,0.9328,3.561,1388,615,0.0
13.24,3.9278,34.0,3.9203,0.7793,350,0.034746,46.35,48.56,0.2475,0.6747,0.9261,3.9353,1388,621,0.0
14.6,3.6385,38.3,3.6201,0.5451,354,0.032542,47.82,46.47,0.2718,0.3299,0.909,3.6568,1388,627,0.0
23.27,3.6668,34.5,3.6667,0.5685,358,0.033286,47.32,48.11,0.4817,0.831,0.9315,3.6669,1388,632,0.0
11.63,3.9573,34.3,3.957,0.8094,361,0.035025,47.19,46.9,0.2385,0.2256,0.927,3.9576,1388,637,0.0
17.62,4.0056,28.9,3.9916,0.8304,365,0.032336,47.08,47.59,0.3615,0.6132,0.9419,4.0196,1388,642,0.0
-7.4,3.9036,39.0,3.9022,0.7382,369,0.032359,45.91,48.19,0.136,0.4209,0.9139,3.9049,1388,648,0.0
-26.58,4.1029,33.3,4.0847,0.9093,373,0.033091,45.96,48.41,0.5224,0.1027,0.926,4.1211,1388,654,0.0
26.5,3.351,37.4,3.3462,0.3154,377,0.035509,47.36,46.28,0.5306,0.2886,0.9117,3.3558,1388,660,0.0
38.96,3.8069,21.2,3.8041,0.666,0,0.02979,67.59,66.32,0.5688,0.4162,0.9852,3.8098,2312,96,0.0
-33.14,3.7143,30.7,3.7097,0.6108,1,0.028229,70.95,68.45,0.4993,0.7206,0.998,3.719,2312,97,0.0
8.92,3.5587,40.3,3.5419,0.4796,3,0.027553,69.93,67.79,0.1272,0.721,0.9856,3.5755,2312,99,0.0
-20.97,3.5199,27.5,3.5092,0.4252,4,0.024813,66.29,66.71,0.3246,0.3019,0.9863,3.5307,2312,101,0.0
